timestamp, id, price (in eth), price (in wei)
2021-02-13 00:15:49 UTC, 7178, 6.100000, 6100000000000000000
2021-02-13 00:35:17 UTC, 3924, 6.700000, 6700000000000000000
2021-02-13 01:00:09 UTC, 4515, 12.500000, 12500000000000000000
2021-02-13 01:33:22 UTC, 5070, 6.000000, 6000000000000000000
2021-02-13 02:26:09 UTC, 819, 14.000000, 14000000000000000000
2021-02-13 02:57:38 UTC, 4079, 6.800000, 6800000000000000000
2021-02-13 03:02:09 UTC, 6507, 6.050000, 6050000000000000000
2021-02-13 03:38:07 UTC, 4458, 8.750000, 8750000000000000000
2021-02-13 03:49:39 UTC, 3972, 6.120000, 6120000000000000000
2021-02-13 04:09:41 UTC, 5140, 7.950000, 7950000000000000000
2021-02-13 04:09:41 UTC, 6230, 7.390000, 7390000000000000000
2021-02-13 04:14:37 UTC, 3826, 8.900000, 8900000000000000000
2021-02-13 04:21:53 UTC, 4161, 7.900000, 7900000000000000000
2021-02-13 04:43:39 UTC, 3737, 5.900000, 5900000000000000000
2021-02-13 04:56:04 UTC, 8423, 6.820000, 6820000000000000000
2021-02-13 05:03:48 UTC, 2979, 6.340000, 6340000000000000000
2021-02-13 05:06:33 UTC, 6617, 18.500000, 18500000000000000000
2021-02-13 05:11:12 UTC, 5695, 11.111000, 11111000000000000000
2021-02-13 05:23:04 UTC, 1891, 8.500000, 8500000000000000000
2021-02-13 05:40:50 UTC, 9010, 10.000000, 10000000000000000000
2021-02-13 05:49:17 UTC, 2981, 22.500000, 22500000000000000000
2021-02-13 06:42:48 UTC, 6219, 10.000000, 10000000000000000000
2021-02-13 06:44:46 UTC, 8405, 15.000000, 15000000000000000000
2021-02-13 06:52:32 UTC, 4455, 7.840000, 7840000000000000000
2021-02-13 06:55:50 UTC, 4130, 12.990000, 12990000000000000000
2021-02-13 07:02:13 UTC, 5347, 19.000000, 19000000000000000000
2021-02-13 08:26:54 UTC, 1533, 6.300000, 6300000000000000000
2021-02-13 10:06:03 UTC, 7822, 6.850000, 6850000000000000000
2021-02-13 10:26:21 UTC, 8653, 6.560000, 6560000000000000000
2021-02-13 10:48:44 UTC, 2231, 10.950000, 10950000000000000000
2021-02-13 10:55:00 UTC, 7852, 11.500000, 11500000000000000000
2021-02-13 11:01:01 UTC, 6012, 10.500000, 10500000000000000000
2021-02-13 11:51:40 UTC, 3722, 8.500000, 8500000000000000000
2021-02-13 15:03:47 UTC, 8015, 8.300000, 8300000000000000000
2021-02-13 15:31:25 UTC, 3512, 7.800000, 7800000000000000000
2021-02-13 15:35:35 UTC, 3155, 8.140000, 8140000000000000000
2021-02-13 15:57:39 UTC, 2713, 19.000000, 19000000000000000000
2021-02-13 16:02:27 UTC, 5913, 20.000000, 20000000000000000000
2021-02-13 16:43:27 UTC, 6829, 11.000000, 11000000000000000000
2021-02-13 16:43:41 UTC, 1824, 7.800000, 7800000000000000000
2021-02-13 16:47:14 UTC, 4198, 8.490000, 8490000000000000000
2021-02-13 17:08:26 UTC, 6124, 6.990000, 6990000000000000000
2021-02-13 17:19:10 UTC, 2960, 17.000000, 17000000000000000000
2021-02-13 17:33:16 UTC, 4214, 18.500000, 18500000000000000000
2021-02-13 18:15:36 UTC, 8448, 6.999900, 6999900000000000000
2021-02-13 18:26:30 UTC, 4059, 6.900000, 6900000000000000000
2021-02-13 18:35:36 UTC, 5028, 6.420000, 6420000000000000000
2021-02-13 18:41:53 UTC, 4303, 6.200000, 6200000000000000000
2021-02-13 18:55:51 UTC, 1589, 7.250000, 7250000000000000000
2021-02-13 19:15:31 UTC, 9467, 10.500000, 10500000000000000000
2021-02-13 20:31:52 UTC, 9841, 6.500000, 6500000000000000000
2021-02-13 20:33:40 UTC, 7130, 6.400000, 6400000000000000000
2021-02-13 20:49:18 UTC, 2291, 7.140000, 7140000000000000000
2021-02-13 21:00:07 UTC, 7106, 8.500000, 8500000000000000000
2021-02-13 21:03:16 UTC, 4059, 7.050000, 7050000000000000000
2021-02-13 21:07:12 UTC, 7752, 8.990000, 8990000000000000000
2021-02-13 21:10:17 UTC, 8686, 24.990000, 24990000000000000000
2021-02-13 21:28:52 UTC, 8892, 6.350000, 6350000000000000000
2021-02-13 21:48:44 UTC, 7263, 7.500000, 7500000000000000000
2021-02-13 22:10:05 UTC, 8751, 6.500000, 6500000000000000000
2021-02-13 22:10:48 UTC, 8740, 6.950000, 6950000000000000000
2021-02-13 22:12:56 UTC, 2205, 6.840000, 6840000000000000000
2021-02-13 22:18:33 UTC, 3175, 6.990000, 6990000000000000000
2021-02-13 22:19:06 UTC, 4078, 10.000000, 10000000000000000000
2021-02-13 22:21:28 UTC, 4274, 8.100000, 8100000000000000000
2021-02-13 22:27:22 UTC, 2926, 7.450000, 7450000000000000000
2021-02-13 22:28:30 UTC, 6205, 7.900000, 7900000000000000000
2021-02-13 22:37:56 UTC, 5543, 8.120000, 8120000000000000000
2021-02-13 22:38:18 UTC, 5903, 7.200000, 7200000000000000000
2021-02-13 22:39:28 UTC, 6672, 7.440000, 7440000000000000000
2021-02-13 22:42:38 UTC, 1640, 10.990000, 10990000000000000000
2021-02-13 22:43:38 UTC, 7325, 8.250000, 8250000000000000000
2021-02-13 22:45:47 UTC, 2333, 10.500000, 10500000000000000000
2021-02-13 22:46:40 UTC, 3576, 7.000000, 7000000000000000000
2021-02-13 22:53:51 UTC, 8682, 7.770000, 7770000000000000000
2021-02-13 23:06:16 UTC, 6695, 9.900000, 9900000000000000000
2021-02-13 23:06:32 UTC, 1394, 7.800000, 7800000000000000000
2021-02-13 23:07:01 UTC, 7306, 10.250000, 10250000000000000000
2021-02-13 23:12:21 UTC, 4831, 7.900000, 7900000000000000000
2021-02-13 23:13:36 UTC, 3577, 7.100000, 7100000000000000000
2021-02-13 23:16:36 UTC, 1791, 7.250000, 7250000000000000000
2021-02-13 23:25:33 UTC, 5323, 12.500000, 12500000000000000000
2021-02-13 23:26:45 UTC, 2153, 7.250000, 7250000000000000000
2021-02-13 23:53:46 UTC, 7508, 10.900000, 10900000000000000000
2021-02-13 23:58:15 UTC, 573, 21.000000, 21000000000000000000
