timestamp, id, price (in eth), price (in wei)
2019-08-09 15:26:33 UTC, 1859, 0.350000, 350000000000000000
2019-08-09 15:26:33 UTC, 6676, 0.350000, 350000000000000000
2019-08-09 17:14:09 UTC, 5325, 0.270000, 270000000000000000
2019-08-09 17:15:46 UTC, 9450, 0.250000, 250000000000000000
2019-08-09 17:20:19 UTC, 3563, 0.400000, 400000000000000000
2019-08-09 17:21:58 UTC, 6818, 0.400000, 400000000000000000
2019-08-09 17:25:05 UTC, 8676, 0.400000, 400000000000000000
2019-08-09 17:26:44 UTC, 8990, 0.400000, 400000000000000000
2019-08-09 17:28:39 UTC, 9030, 0.360000, 360000000000000000
2019-08-09 17:33:31 UTC, 8124, 0.300000, 300000000000000000
2019-08-09 17:35:14 UTC, 9354, 0.300000, 300000000000000000
2019-08-09 17:38:28 UTC, 8819, 0.400000, 400000000000000000
2019-08-09 17:43:43 UTC, 9591, 0.330000, 330000000000000000
2019-08-09 17:46:45 UTC, 9791, 0.400000, 400000000000000000
2019-08-09 17:50:30 UTC, 9625, 0.400000, 400000000000000000
2019-08-09 19:01:26 UTC, 9123, 0.250000, 250000000000000000
