timestamp, id, price (in eth)
2021-04-03 01:02:13, 6059, 21.0
2021-04-03 03:11:50, 1161, 13.5
2021-04-03 03:20:41, 1011, 13.5
2021-04-03 03:47:34, 3302, 19.99
2021-04-03 03:47:38, 4601, 14.95
2021-04-03 03:53:32, 6372, 16.0
2021-04-03 06:51:24, 7008, 17.5
2021-04-03 10:40:52, 4899, 17.5
