timestamp, id, price (in eth), price (in wei)
2021-03-06 00:03:48 UTC, 4426, 22.000000, 22000000000000000000
2021-03-06 00:06:03 UTC, 1648, 17.750000, 17750000000000000000
2021-03-06 01:05:16 UTC, 1585, 18.000000, 18000000000000000000
2021-03-06 01:55:33 UTC, 3812, 26.890000, 26890000000000000000
2021-03-06 03:18:23 UTC, 8485, 27.490000, 27490000000000000000
2021-03-06 03:33:19 UTC, 8124, 34.990000, 34990000000000000000
2021-03-06 06:14:57 UTC, 8924, 20.490000, 20490000000000000000
2021-03-06 16:26:48 UTC, 7459, 21.490000, 21490000000000000000
2021-03-06 17:16:44 UTC, 1778, 16.000000, 16000000000000000000
2021-03-06 17:26:58 UTC, 7892, 43.500000, 43500000000000000000
2021-03-06 17:35:32 UTC, 1981, 16.000000, 16000000000000000000
2021-03-06 17:37:18 UTC, 7568, 21.990000, 21990000000000000000
2021-03-06 17:48:40 UTC, 4077, 21.890000, 21890000000000000000
2021-03-06 18:20:01 UTC, 2771, 16.000000, 16000000000000000000
2021-03-06 18:26:59 UTC, 7443, 26.000000, 26000000000000000000
2021-03-06 19:33:33 UTC, 4797, 20.000000, 20000000000000000000
2021-03-06 19:36:54 UTC, 2832, 24.990000, 24990000000000000000
2021-03-06 19:36:54 UTC, 8485, 21.000000, 21000000000000000000
2021-03-06 22:25:48 UTC, 1094, 51.000000, 51000000000000000000
2021-03-06 22:28:44 UTC, 2396, 41.000000, 41000000000000000000
2021-03-06 23:41:31 UTC, 7662, 18.980000, 18980000000000000000
