timestamp, id, price (in eth), price (in wei)
2021-03-16 00:01:45 UTC, 6379, 20.000000, 20000000000000000000
2021-03-16 00:45:12 UTC, 6196, 27.500000, 27500000000000000000
2021-03-16 01:20:26 UTC, 3572, 23.550000, 23550000000000000000
2021-03-16 01:49:39 UTC, 6863, 28.500000, 28500000000000000000
2021-03-16 04:12:40 UTC, 3145, 22.000000, 22000000000000000000
2021-03-16 04:29:54 UTC, 9216, 30.000000, 30000000000000000000
2021-03-16 05:06:22 UTC, 3941, 25.500000, 25500000000000000000
2021-03-16 05:22:32 UTC, 9550, 24.990000, 24990000000000000000
2021-03-16 05:24:50 UTC, 6553, 24.990000, 24990000000000000000
2021-03-16 06:57:09 UTC, 4306, 18.000000, 18000000000000000000
2021-03-16 07:19:12 UTC, 4820, 28.500000, 28500000000000000000
2021-03-16 07:33:17 UTC, 522, 35.000000, 35000000000000000000
2021-03-16 10:54:00 UTC, 6545, 20.990000, 20990000000000000000
2021-03-16 11:05:48 UTC, 384, 48.200000, 48200000000000000000
2021-03-16 12:27:34 UTC, 3408, 23.350000, 23350000000000000000
2021-03-16 12:42:10 UTC, 5965, 23.400000, 23400000000000000000
2021-03-16 12:55:24 UTC, 3491, 62.990000, 62990000000000000000
2021-03-16 14:27:33 UTC, 5651, 39.990000, 39990000000000000000
2021-03-16 14:57:56 UTC, 1446, 42.990000, 42990000000000000000
2021-03-16 15:15:39 UTC, 4968, 22.390000, 22390000000000000000
2021-03-16 16:00:50 UTC, 8242, 33.000000, 33000000000000000000
2021-03-16 18:29:36 UTC, 1721, 45.000000, 45000000000000000000
2021-03-16 18:57:08 UTC, 6127, 22.500000, 22500000000000000000
2021-03-16 19:40:24 UTC, 9672, 29.000000, 29000000000000000000
2021-03-16 19:42:55 UTC, 685, 26.000000, 26000000000000000000
2021-03-16 19:45:06 UTC, 9240, 69.990000, 69990000000000000000
2021-03-16 19:47:46 UTC, 3106, 240.000000, 240000000000000000000
2021-03-16 20:07:58 UTC, 3255, 23.500000, 23500000000000000000
2021-03-16 20:11:01 UTC, 4564, 22.500000, 22500000000000000000
2021-03-16 20:40:32 UTC, 3989, 25.000000, 25000000000000000000
2021-03-16 20:49:19 UTC, 8116, 24.000000, 24000000000000000000
2021-03-16 20:50:50 UTC, 7547, 28.990000, 28990000000000000000
2021-03-16 20:55:52 UTC, 9537, 38.000000, 38000000000000000000
2021-03-16 20:57:01 UTC, 6265, 27.500000, 27500000000000000000
2021-03-16 21:01:59 UTC, 3064, 40.990000, 40990000000000000000
2021-03-16 21:43:32 UTC, 8376, 22.990000, 22990000000000000000
2021-03-16 21:56:55 UTC, 7290, 27.000000, 27000000000000000000
2021-03-16 21:57:21 UTC, 7667, 26.000000, 26000000000000000000
2021-03-16 22:53:39 UTC, 3622, 27.000000, 27000000000000000000
2021-03-16 23:28:52 UTC, 9740, 21.990000, 21990000000000000000
2021-03-16 23:48:48 UTC, 4140, 27.950000, 27950000000000000000
2021-03-16 23:54:38 UTC, 1354, 49.990000, 49990000000000000000
