timestamp, id, price (in eth), price (in wei)
2019-03-28 17:51:01 UTC, 7993, 0.380000, 380000000000000000
2019-03-28 20:06:14 UTC, 3165, 1.000000, 1000000000000000000
2019-03-28 20:06:32 UTC, 7715, 1.200000, 1200000000000000000
2019-03-28 20:46:47 UTC, 9407, 0.400000, 400000000000000000
2019-03-28 21:01:01 UTC, 2043, 0.299000, 299000000000000000
2019-03-28 21:01:03 UTC, 1256, 0.300000, 300000000000000000
2019-03-28 21:02:03 UTC, 1416, 0.300000, 300000000000000000
2019-03-28 21:02:54 UTC, 1398, 0.300000, 300000000000000000
2019-03-28 21:16:44 UTC, 2151, 0.330000, 330000000000000000
2019-03-28 21:16:46 UTC, 2149, 0.490000, 490000000000000000
2019-03-28 23:11:42 UTC, 2754, 0.440000, 440000000000000000
