timestamp, id, price (in eth), price (in wei), from, to, block, tx
2021-02-18 00:16:52 UTC, 7226, 15.000000, 15000000000000000000, 0x00668bd79ede077b99bbe1c4db59418bc333d4cf, 0xddb92a96054132801cae3943b2f966fc2c308ac8, 11877539, 0x0a3bf363478fa847dd1cb1aa1562b70ff01cd05e019faa3a4cc704b6060617e8
2021-02-18 00:16:52 UTC, 5674, 14.220000, 14220000000000000000, 0x17476d0ed31f81d95b5ba8960b2d0b4de4675e64, 0xcd9dc775fa41f47ba2ae92bb10668b3dad522105, 11877539, 0x56f02863266105167ed8c71c56d9c6f3913618d0c6eaaf65f6f8f77851748d16
2021-02-18 00:18:44 UTC, 2050, 13.000000, 13000000000000000000, 0xbc74c3adc2aa6a85bda3eca5b0e235ca08532772, 0x17476d0ed31f81d95b5ba8960b2d0b4de4675e64, 11877551, 0xd42b154a5cf04e12e5171679619bc811c9fe94b853e2ffc2e98899708ba477ff
2021-02-18 00:24:09 UTC, 5826, 13.990000, 13990000000000000000, 0xa3cb30128532f43fe1c8a9f4c19422aa631307a9, 0xecc1c49196f9be6c3028fae4dba2220839d28e8a, 11877575, 0xeed42d49bcdb3d54856712cc19d55fe43b482811bde55d24bdfb91472998f58b
2021-02-18 00:37:27 UTC, 3587, 19.800000, 19800000000000000000, 0x645a882c67d0d40526d03573c497f52d42464920, 0x65ba4f92d7dfa813ddbd849d9faf38a723dd9b12, 11877639, 0xc86cb849d63da6e0287a79c8e6831bc3076842cbaa2ea0def97faf00c898efd4
2021-02-18 00:44:10 UTC, 8048, 14.000000, 14000000000000000000, 0x13816f65ba8195768e6825eb774fd3c6a05a0ac8, 0x32dd0756316b31d731aa6ae0f60b9b560e0ed92c, 11877667, 0xbcd47c27ca95bd7f104275d72908115251daa8f09fa078234c1148f08906cff7
2021-02-18 00:46:11 UTC, 5155, 14.500000, 14500000000000000000, 0x13816f65ba8195768e6825eb774fd3c6a05a0ac8, 0x32dd0756316b31d731aa6ae0f60b9b560e0ed92c, 11877676, 0x292bc12d0a6055fb4c5fa02d040f5281cd5d272e62587eb88837bf1872516c58
2021-02-18 00:54:59 UTC, 2785, 14.000000, 14000000000000000000, 0x1aff1e0f1d5f76f92145a278d8c31af9ade783dd, 0x2b0386bbdd314d8356c21f39be2491f975bd6361, 11877722, 0xf5a59c17b741c5cf92c60bc75835fb0647df827977f6c4bedc06ab710878d16f
2021-02-18 01:15:10 UTC, 5679, 33.000000, 33000000000000000000, 0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647, 0xf1b65881041243cb07b9a2067014350239af4116, 11877806, 0x6bcf5b1b0df2920928d2d0f639c2af0ef36b9f3a7d48e44bdbbd7bb888211fc6
2021-02-18 01:17:16 UTC, 2921, 12.850000, 12850000000000000000, 0x82898337f03c1d73133213580b0d9855d3a5573f, 0x4e7b8d5dfbef53faca35bbb2400785e93a6ef5aa, 11877820, 0xd831311e2a21dfd62bd61e6b8a73a958129211fca7f2efc72e98a4211d5313e1
2021-02-18 01:27:18 UTC, 1587, 24.000000, 24000000000000000000, 0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647, 0x0000000000000000000000000000000000000000, 11877859, 0x0c1f978d583a95768004ad9322b0d4bc6dfa0e8ce3a68177b94f478b7eebcfdc
2021-02-18 01:48:20 UTC, 8727, 12.880000, 12880000000000000000, 0x6a28ca2e2995f16cf3a4965f39f965463799b894, 0xa762aaa243186368ce1ef046eab37e5e733e7254, 11877950, 0xeb072033f684aebcb9c15d09ba9335fe9bec82afd1de2d70a10ceb2cb1b740c0
2021-02-18 02:01:55 UTC, 5370, 18.400000, 18400000000000000000, 0xcffc60228e1a8aa7c631101eb82fa94981621cbf, 0x1e243e70eb75806ec9130bc78d5e027b8a68b97d, 11878009, 0xaa1abb848d7ebc97b77e5a95f53320a3d3744635cce634a4a2f6ac1a9d4df016
2021-02-18 02:05:14 UTC, 7628, 13.290000, 13290000000000000000, 0x033ee76d5ac6398da4d8c8955e28f71f75680ece, 0x50664ede715e131f584d3e7eaabd7818bb20a068, 11878021, 0xe3eb1e77a52620bf5d75b3b38c96f8ee0a7f5fd3713f9de4368b7b4be70175fe
2021-02-18 02:13:10 UTC, 1890, 9.900000, 9900000000000000000, 0xbc8da288c106d83588751e30b45493a9ac775161, 0x704c978d50590b21e4c2f43eb4da24fe61fcd707, 11878062, 0x70fe91408818eac5e0193d849c08cb82e977d46fdd441d816cd09fc81ab97d09
2021-02-18 02:13:41 UTC, 7562, 14.900000, 14900000000000000000, 0xbc8da288c106d83588751e30b45493a9ac775161, 0xc46db2d89327d4c41eb81c43ed5e3dff111f9a8f, 11878065, 0x9b981f03598c01f06a0a6b2b3c05f44f2b8b5cf6273620665e53214b6370f812
2021-02-18 02:17:51 UTC, 2404, 13.870000, 13870000000000000000, 0x13816f65ba8195768e6825eb774fd3c6a05a0ac8, 0x90b2e9aeace19cb0c5af18c172c6bf7cdae417fe, 11878084, 0x558737589a4d14e1187453e36872af81290360dc68d9714435b70799316535f2
2021-02-18 02:35:48 UTC, 9187, 13.500000, 13500000000000000000, 0x287b38f2bbc290fcb37c08436a88cebb63382c9e, 0x25b606259384992feb62172bfdca3ad77d366013, 11878166, 0x64344891df16fd86f2200bb29cfe60f5b7f4e228816b568c38c3768ad4d9b9f4
2021-02-18 03:01:24 UTC, 9912, 39.900000, 39900000000000000000, 0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f, 0xae7721babd433e07ee107411719afa3a39738b81, 11878277, 0x1eea71132d13253d3c3c158c6ed4347daf6e18d1e51954e1023f47c0a7965a6b
