timestamp, id, price (in eth), price (in wei), from, to, block, tx
2021-02-15 00:01:53 UTC, 6614, 8.500000, 8500000000000000000, 0xca8fe4acb1cb8b5550a3c71ffe2399f6c7016686, 0x38f1dfdcaf2f0d70c29d4af6a4aa9e920efe8b18, 11857954, 0xb042851f524330214ac435544f1e1491ba6acd47157e851f634c42048e2e2c25
2021-02-15 00:03:53 UTC, 3366, 10.000000, 10000000000000000000, 0x78f0269f5b1ca914c8c58993f41181f89e212b27, 0x5eed1f9c61521aee51eb46fd809f865c2ce93044, 11857964, 0xc4b9c9881aff93b0c7800dec90fb5d19c07a418c451e8dd1e06cefdc41519855
2021-02-15 00:26:03 UTC, 9271, 9.550000, 9550000000000000000, 0xdcf227c475a43c82a4ffeb133729d6ce2f348a92, 0x1b2965dc3b1697dd10b7126ec7393d79cda2cf91, 11858062, 0x4dbeead9291081431f43fd7aba580854707dab2f2a8f8624d2af6a4c874d8ede
2021-02-15 00:29:04 UTC, 6167, 8.750000, 8750000000000000000, 0x07c5ea539a54318780655b7a74fc379f3f37c7a6, 0xfb203625feed538a647969ba7ff3a43e9de183de, 11858073, 0x284883b37e3f2e52ad0306e549107487a8aa2969d046f5f6e739dd109d486c3d
2021-02-15 00:34:10 UTC, 2850, 9.250000, 9250000000000000000, 0xee3766e4f996dc0e0f8c929954eaafef3441de87, 0x1b2965dc3b1697dd10b7126ec7393d79cda2cf91, 11858097, 0x14668995fb5e9f21bed161d5ec53b4cb251d94c4532495ab6cf8478e9fa27b42
2021-02-15 00:37:06 UTC, 5346, 10.250000, 10250000000000000000, 0xee3766e4f996dc0e0f8c929954eaafef3441de87, 0x8f6b1e467fbe74d7dd43d59de0558f693c736798, 11858107, 0x423dfb015ac72f38d4b9d632fadd5dfeb750a3b71ff157c4882513880129c64f
2021-02-15 00:53:57 UTC, 825, 14.000000, 14000000000000000000, 0xc352b534e8b987e036a93539fd6897f53488e56a, 0x382681f262e3ab062c89298609372b6ae9d8e52a, 11858183, 0x46bde1b35748ea993c7b4ddcf0bbcdefcd82f537e3896f5c4e9f41c12ac64655
2021-02-15 00:56:53 UTC, 9658, 12.660000, 12660000000000000000, 0xc69ae428f6049e78d445f053d2c1df879c59b34c, 0x10725af1f2919d0acc5cf294285d97710f980490, 11858201, 0xe6d65d708eaba710279fcb77f82ce5b8ba6d06f8a8e90ed2b591e18fa7c34460
2021-02-15 01:08:10 UTC, 2502, 32.000000, 32000000000000000000, 0x51787a2c56d710c68140bdadefd3a98bff96feb4, 0xb53349160e38739b37e4bbfcf950ed26e26fcb41, 11858249, 0x6a97f5bb16078eda712ede929eff8b61b76bf899c86d9d092041402e4cdec453
2021-02-15 01:14:48 UTC, 1379, 9.800000, 9800000000000000000, 0x6611fe71c233e4e7510b2795c242c9a57790b376, 0x10725af1f2919d0acc5cf294285d97710f980490, 11858280, 0x6932e7916e4e5332d122166a19e903541b582b6a0e3fce420ccefa6b9ed350e8
2021-02-15 01:20:32 UTC, 2634, 12.000000, 12000000000000000000, 0x6611fe71c233e4e7510b2795c242c9a57790b376, 0x574d479d8cf0437b440ce692dd7c8f07c4e9bbed, 11858309, 0xaf8caeddbade5e1dbdd146b9d8a49eb3e364027a10318d81de2c750b029e4e40
2021-02-15 01:20:32 UTC, 2986, 8.880000, 8880000000000000000, 0x13816f65ba8195768e6825eb774fd3c6a05a0ac8, 0xec46dd165ee2d4af460a9c3d01b5a4c9516c9c3f, 11858309, 0xde1ef64a703d8fc1e5e9ea8b2c688c26b35058e6aa0c8ba7f70d34e4dbe1207e
2021-02-15 01:26:29 UTC, 1299, 8.720000, 8720000000000000000, 0x61d18ecdb7b8f740ec21bd222639a6e70b434ab0, 0x3e17fac953de2cd729b0ace7f6d4353387717e9e, 11858331, 0x1bc718abb54a1e45f34b791ac8a7a09db1984810642decbb10f70a7362bbf63d
2021-02-15 01:49:22 UTC, 6387, 8.250000, 8250000000000000000, 0x6611fe71c233e4e7510b2795c242c9a57790b376, 0xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0, 11858432, 0x8bad1fd2931b017cea810e7d8a645b080fa89fddbab009b07ec8c82dca2a19a7
2021-02-15 01:59:11 UTC, 9178, 10.500000, 10500000000000000000, 0xca8fe4acb1cb8b5550a3c71ffe2399f6c7016686, 0xecc3498e503a1cc6d4d988033a9c3a2490bb97f3, 11858469, 0x4bcfbfafe3be587524a2b59e3ae5c26c8312aa75090b027e5557d1109dedc75d
2021-02-15 02:06:25 UTC, 7514, 15.000000, 15000000000000000000, 0xb044aff5d2f044da7d40785d88d2f2cb4ec5f324, 0xca37d80abd9799e9060e2fa64b9a9476e5bb097f, 11858492, 0x783f5adb3a74cb9f55c13c43d3ad6761df0e75408d595305254475760d33229b
2021-02-15 02:22:24 UTC, 9274, 9.500000, 9500000000000000000, 0xca8fe4acb1cb8b5550a3c71ffe2399f6c7016686, 0x1e47217f2f2872fb42b64787bfb8f81c23cdc5b7, 11858572, 0x21fc571e7e1920f9e51b61f8be02c6d61399e2dc5d54d5890c1fff9cf4f1694b
2021-02-15 02:33:06 UTC, 9076, 8.500000, 8500000000000000000, 0x6611fe71c233e4e7510b2795c242c9a57790b376, 0x46e449a3f88d0e35b4520bc36e8dfda195c896b0, 11858631, 0xc4d3c8380a9d8ace110baa3734f83d3ae6bdf9e7a69fa4bf17c8ccc04b8e9529
2021-02-15 03:13:08 UTC, 5626, 14.990000, 14990000000000000000, 0xa3cb30128532f43fe1c8a9f4c19422aa631307a9, 0x701f373df763308d96d8537822e8f9b2bae4e847, 11858809, 0x97381c647b77a3451f995824f4367757b18a4be926872d346acd9c08b324711b
2021-02-15 03:22:43 UTC, 5229, 15.000000, 15000000000000000000, 0x78f0269f5b1ca914c8c58993f41181f89e212b27, 0xb53349160e38739b37e4bbfcf950ed26e26fcb41, 11858845, 0xed2af8d4e24efe2d498559ce94d12cdf13545f8e77e2827837c9476340ab74f8
2021-02-15 03:27:19 UTC, 4661, 9.440000, 9440000000000000000, 0x5b098b00621eda6a96b7a476220661ad265f083f, 0x0087d8098d22b00692b160899245994d3cc58275, 11858867, 0xdbd73fb54266f053281c82c17fea2d045a67a8391150c729b03c1fad94b78ec7
