timestamp, id, price (in eth), price (in wei)
2020-08-26 11:01:49 UTC, 6259, 1.100000, 1100000000000000000
2020-08-26 11:31:41 UTC, 9182, 1.100000, 1100000000000000000
2020-08-26 11:56:22 UTC, 9047, 1.000000, 1000000000000000000
2020-08-26 12:03:46 UTC, 8308, 1.100000, 1100000000000000000
2020-08-26 12:03:49 UTC, 5769, 1.400000, 1400000000000000000
2020-08-26 13:15:51 UTC, 3455, 1.000000, 1000000000000000000
2020-08-26 13:50:30 UTC, 5398, 1.610000, 1610000000000000000
2020-08-26 14:38:44 UTC, 2948, 1.000000, 1000000000000000000
2020-08-26 15:12:04 UTC, 4963, 1.000000, 1000000000000000000
2020-08-26 15:18:27 UTC, 3852, 0.950000, 950000000000000000
2020-08-26 15:25:45 UTC, 155, 7.000000, 7000000000000000000
2020-08-26 16:45:42 UTC, 3207, 1.200000, 1200000000000000000
2020-08-26 16:56:33 UTC, 9793, 0.900000, 900000000000000000
2020-08-26 17:15:22 UTC, 8309, 1.200000, 1200000000000000000
2020-08-26 18:11:12 UTC, 9047, 1.100000, 1100000000000000000
2020-08-26 20:21:27 UTC, 2351, 1.200000, 1200000000000000000
2020-08-26 22:31:10 UTC, 4989, 2.550000, 2550000000000000000
