timestamp, id, price (in eth), price (in wei), from, to, block, tx
2021-01-24 00:04:23 UTC, 3915, 5.000000, 5000000000000000000, 0xf4a77526323f58fa3d215385281ea4ca4a93ed22, 0x10725af1f2919d0acc5cf294285d97710f980490, 11715000, 0x5ee36636d7ec0f0a345a80b78546a1b439b71d00bf53ad693466af96568d0a5b
2021-01-24 00:06:11 UTC, 3914, 5.490000, 5490000000000000000, 0xee3766e4f996dc0e0f8c929954eaafef3441de87, 0xfc624f8f58db41bdb95aedee1de3c1cf047105f1, 11715007, 0xb13b4e1215b61f505dcd9fac9e8d83130d7080103a3dd261435396539c7f722c
2021-01-24 00:31:05 UTC, 8562, 37.000000, 37000000000000000000, 0xf1b65881041243cb07b9a2067014350239af4116, 0x3e17fac953de2cd729b0ace7f6d4353387717e9e, 11715117, 0xeb129c73fd2411aa2783b958adb7bcc3f62c0ed9b8c800e486c050f606ab9427
2021-01-24 00:37:00 UTC, 4719, 11.250000, 11250000000000000000, 0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b, 0x3e17fac953de2cd729b0ace7f6d4353387717e9e, 11715139, 0x0de4446e53924d2453108bc1f67dd0290271d4bf28c04c19664e9fb460b2f44e
2021-01-24 00:40:53 UTC, 7087, 5.890000, 5890000000000000000, 0x087173c12ec250a105aaf7cdc57d36958ee8c27d, 0x5d1226ffcaa531c50460bac7916bc36a87394f70, 11715156, 0xc5d671c462b067103a2e50ebd986bcd0d33a460d4a176c531a4436589ce21008
2021-01-24 00:47:05 UTC, 7972, 9.990000, 9990000000000000000, 0x10725af1f2919d0acc5cf294285d97710f980490, 0x3e17fac953de2cd729b0ace7f6d4353387717e9e, 11715182, 0x4cdf6d0b2c432bbdb788fc329c185d66de2b050e6e6c3a767788a5b730b2a7f2
2021-01-24 00:52:47 UTC, 8125, 8.000000, 8000000000000000000, 0x8ad272ac86c6c88683d9a60eb8ed57e6c304bb0c, 0xda202a4e570e21b163afb039746fce5ae0587f39, 11715210, 0x053712608db2067b5551509725d6e198810f122e5f0a489d7f9e0b9c36a1c927
2021-01-24 01:12:25 UTC, 4327, 5.500000, 5500000000000000000, 0x517fe802827c5dd6782ce51ace849edfc3e158ec, 0x0000000000000000000000000000000000000000, 11715310, 0x1839ea72ed366d1c6b9d9fc0ef3306f56487924aa781a2fb40e53d7e62d26352
2021-01-24 02:45:16 UTC, 1946, 6.750000, 6750000000000000000, 0xb05b7dd93264f87d9810b3641be8bbfd1bf9a062, 0x0000000000000000000000000000000000000000, 11715744, 0xee4da088f82da154f8308187348d7f1f6e19a7e3462ed10fb51b20a134e0480d
2021-01-24 02:47:51 UTC, 5904, 7.770000, 7770000000000000000, 0x7e23a0a9fd1105ca4b1dc9b7e0f0aab3b7071caa, 0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b, 11715755, 0xc080e6f29dfcda3942624816c90bb384a333b4881fa913bca77d3a5920257343
2021-01-24 03:11:56 UTC, 1238, 5.000000, 5000000000000000000, 0x35937462a74d3c64b173a755a40c916e912a8eb5, 0x3c1d6deb260a173059e030fa29d053545e7bc821, 11715865, 0xe24d24d7a82a3846801be93407b12f06898eba244b0c7e83667a97dcafae9fc9
2021-01-24 03:26:33 UTC, 3106, 29.990000, 29990000000000000000, 0x10725af1f2919d0acc5cf294285d97710f980490, 0x63a9dbce75413036b2b778e670aabd4493aaf9f3, 11715924, 0x507ef05ecb0a8020cfdb87d39f260aca8f774c28d412c508086c7b47eed18a19
2021-01-24 04:17:30 UTC, 9192, 5.900000, 5900000000000000000, 0x5154dceeadd948111678616de0394a4544e3abe4, 0x2b8e9d6b5a26c2837d44223f9fdb6d25ea31d081, 11716129, 0x43539b0e8520dc47cf420984de18c26dba698d4351b1ebba25036826ab565e34
2021-01-24 12:56:32 UTC, 6094, 6.980000, 6980000000000000000, 0x52ad8f3c506aa25b954276c5456060dad6f3fd7b, 0x48af2bd40905f8d48d187ecb3c6bbc19ec21c795, 11718442, 0xa3eca81786f51e21ca9b36b5583b466dda27ec7df7afd021fa69c278939f64d1
2021-01-24 13:42:28 UTC, 6281, 7.500000, 7500000000000000000, 0xfa1c022f5aa019077a480a710927ab56d6eee640, 0xb166dd9d114c59774a13c3291e7d50ec74f23dfd, 11718641, 0xb6ad622001e4889878a9b78d7e9b020bc64673ddd871f445c0ad7534b439db92
2021-01-24 14:32:04 UTC, 5159, 13.000000, 13000000000000000000, 0xda81a57188006feac8711b046b28a79ea202e999, 0xb166dd9d114c59774a13c3291e7d50ec74f23dfd, 11718901, 0x8ac862056050e457f83dd2cc6f29163e9cfb3c1d244e5d71f84db7794bcc9a8c
2021-01-24 16:57:40 UTC, 9637, 5.600000, 5600000000000000000, 0xe754d1074d38915a5c7028f82a35e30e935cb220, 0x59a5493513ba2378ed57ae5ecfb8a027e9d80365, 11719557, 0xd0343a5c022b7091eddfd064920038fc464e59a00069e4d41694dac45808feb0
2021-01-24 17:08:57 UTC, 1521, 6.600000, 6600000000000000000, 0xa3cb30128532f43fe1c8a9f4c19422aa631307a9, 0xf6bc89cc57e33c4e8053c4d8e63b70bf8c47e1a1, 11719602, 0xdd21344c60b02f80cb20d11db813df52fda23105e788d9df2a05f7925ae29171
2021-01-24 17:28:07 UTC, 3831, 70.000000, 70000000000000000000, 0xf1b65881041243cb07b9a2067014350239af4116, 0xf6bc89cc57e33c4e8053c4d8e63b70bf8c47e1a1, 11719697, 0x4ba534310b7c4823e1cdd2fd95c68869fbed51845e5f5be9846a3face0544950
2021-01-24 19:37:25 UTC, 6248, 5.980000, 5980000000000000000, 0x52ad8f3c506aa25b954276c5456060dad6f3fd7b, 0x7efe3ac6ec0ff5b6136766ac79a97c1e9d8fd585, 11720254, 0x39c9e2a892b9a0eccc83334f536e41c2b550697244af15c85f498ed1bd04f1f9
