timestamp, id, price (in eth), price (in wei)
2020-09-26 04:35:52 UTC, 8438, 3.500000, 3500000000000000000
2020-09-26 06:07:35 UTC, 4994, 3.000000, 3000000000000000000
2020-09-26 06:09:18 UTC, 5560, 3.900000, 3900000000000000000
2020-09-26 08:29:51 UTC, 2804, 7.000000, 7000000000000000000
2020-09-26 09:02:35 UTC, 8335, 3.000000, 3000000000000000000
2020-09-26 10:51:04 UTC, 5860, 9.850000, 9850000000000000000
2020-09-26 14:55:22 UTC, 2228, 2.900000, 2900000000000000000
2020-09-26 15:10:03 UTC, 4053, 2.900000, 2900000000000000000
2020-09-26 15:11:16 UTC, 5762, 2.900000, 2900000000000000000
2020-09-26 15:11:16 UTC, 4906, 2.900000, 2900000000000000000
2020-09-26 15:11:16 UTC, 4591, 2.900000, 2900000000000000000
2020-09-26 15:47:29 UTC, 7742, 2.940000, 2940000000000000000
2020-09-26 16:02:32 UTC, 4246, 7.990000, 7990000000000000000
2020-09-26 18:18:13 UTC, 5672, 3.300000, 3300000000000000000
2020-09-26 18:21:58 UTC, 3856, 3.790000, 3790000000000000000
2020-09-26 19:12:44 UTC, 3549, 2.900000, 2900000000000000000
2020-09-26 19:12:44 UTC, 3357, 2.900000, 2900000000000000000
2020-09-26 19:12:46 UTC, 4011, 2.900000, 2900000000000000000
2020-09-26 19:12:46 UTC, 4002, 2.900000, 2900000000000000000
2020-09-26 19:19:14 UTC, 9490, 3.750000, 3750000000000000000
2020-09-26 19:19:55 UTC, 7392, 3.500000, 3500000000000000000
2020-09-26 19:24:56 UTC, 8508, 2.985000, 2985000000000000000
2020-09-26 19:27:10 UTC, 9281, 2.900000, 2900000000000000000
2020-09-26 19:27:56 UTC, 2907, 2.950000, 2950000000000000000
2020-09-26 19:27:56 UTC, 8107, 2.900000, 2900000000000000000
2020-09-26 20:04:16 UTC, 5584, 2.900000, 2900000000000000000
2020-09-26 21:46:07 UTC, 8409, 2.900000, 2900000000000000000
2020-09-26 21:46:38 UTC, 8011, 2.900000, 2900000000000000000
2020-09-26 21:46:38 UTC, 4102, 2.900000, 2900000000000000000
2020-09-26 21:46:38 UTC, 8457, 2.900000, 2900000000000000000
2020-09-26 21:46:58 UTC, 7964, 2.900000, 2900000000000000000
2020-09-26 21:47:08 UTC, 7955, 2.900000, 2900000000000000000
2020-09-26 21:47:08 UTC, 5364, 2.900000, 2900000000000000000
2020-09-26 21:47:08 UTC, 3683, 2.900000, 2900000000000000000
2020-09-26 21:47:47 UTC, 7633, 2.900000, 2900000000000000000
2020-09-26 21:47:47 UTC, 4493, 2.900000, 2900000000000000000
2020-09-26 21:47:57 UTC, 4475, 2.900000, 2900000000000000000
2020-09-26 21:48:18 UTC, 7628, 2.900000, 2900000000000000000
2020-09-26 21:48:18 UTC, 4174, 2.900000, 2900000000000000000
2020-09-26 21:48:18 UTC, 4108, 2.900000, 2900000000000000000
2020-09-26 21:48:29 UTC, 7003, 2.900000, 2900000000000000000
2020-09-26 21:48:29 UTC, 7988, 2.900000, 2900000000000000000
2020-09-26 21:48:29 UTC, 6755, 2.900000, 2900000000000000000
2020-09-26 21:48:29 UTC, 5603, 2.900000, 2900000000000000000
2020-09-26 21:49:11 UTC, 8740, 2.960000, 2960000000000000000
2020-09-26 21:49:11 UTC, 8666, 2.960000, 2960000000000000000
2020-09-26 21:49:11 UTC, 8383, 2.960000, 2960000000000000000
2020-09-26 21:58:19 UTC, 2738, 3.250000, 3250000000000000000
2020-09-26 22:03:56 UTC, 5553, 4.900000, 4900000000000000000
2020-09-26 22:05:22 UTC, 1773, 4.300000, 4300000000000000000
2020-09-26 22:11:55 UTC, 7019, 4.820000, 4820000000000000000
2020-09-26 22:13:39 UTC, 9856, 5.000000, 5000000000000000000
2020-09-26 22:15:30 UTC, 9404, 3.490000, 3490000000000000000
2020-09-26 22:15:50 UTC, 6302, 4.800000, 4800000000000000000
2020-09-26 22:15:50 UTC, 3904, 5.000000, 5000000000000000000
2020-09-26 22:22:34 UTC, 8012, 4.500000, 4500000000000000000
2020-09-26 22:23:33 UTC, 3670, 3.000000, 3000000000000000000
2020-09-26 22:32:46 UTC, 6989, 3.700000, 3700000000000000000
2020-09-26 22:40:26 UTC, 4209, 3.750000, 3750000000000000000
2020-09-26 23:25:58 UTC, 4866, 2.999000, 2999000000000000000
2020-09-26 23:37:27 UTC, 9929, 3.000000, 3000000000000000000
