timestamp, id, price (in eth), price (in wei)
2021-01-04 09:02:52 UTC, 9880, 4.500000, 4500000000000000000
2021-01-04 15:34:15 UTC, 1764, 4.450000, 4450000000000000000
2021-01-04 15:48:34 UTC, 4176, 13.500000, 13500000000000000000
2021-01-04 16:21:28 UTC, 8751, 4.690000, 4690000000000000000
2021-01-04 19:23:16 UTC, 4036, 5.500000, 5500000000000000000
2021-01-04 19:28:07 UTC, 3858, 17.000000, 17000000000000000000
2021-01-04 22:34:39 UTC, 9544, 7.500000, 7500000000000000000
2021-01-04 22:43:16 UTC, 9654, 9.500000, 9500000000000000000
2021-01-04 23:10:25 UTC, 9167, 7.500000, 7500000000000000000
2021-01-04 23:14:54 UTC, 7501, 7.890000, 7890000000000000000
2021-01-04 23:35:55 UTC, 8639, 12.500000, 12500000000000000000
2021-01-04 23:49:37 UTC, 7752, 4.990000, 4990000000000000000
