timestamp, id, price (in eth), price (in wei)
2017-07-21 14:47:06 UTC, 3490, 0.500000, 500000000000000000
2017-07-21 14:47:06 UTC, 1330, 0.500000, 500000000000000000
2017-07-21 14:50:07 UTC, 9423, 0.300000, 300000000000000000
2017-07-21 14:51:02 UTC, 9224, 0.300000, 300000000000000000
2017-07-21 14:52:27 UTC, 5487, 0.400000, 400000000000000000
2017-07-21 14:54:02 UTC, 7468, 0.300000, 300000000000000000
2017-07-21 15:00:43 UTC, 3293, 0.500000, 500000000000000000
2017-07-21 15:02:42 UTC, 7844, 0.300000, 300000000000000000
2017-07-21 15:03:21 UTC, 3686, 0.600000, 600000000000000000
2017-07-21 15:38:35 UTC, 2337, 0.410000, 410000000000000000
2017-07-21 15:40:57 UTC, 8802, 0.490000, 490000000000000000
2017-07-21 15:40:57 UTC, 4203, 0.499800, 499800000000000000
2017-07-21 15:40:57 UTC, 1790, 0.480000, 480000000000000000
2017-07-21 15:40:57 UTC, 3285, 0.425000, 425000000000000000
2017-07-21 15:42:10 UTC, 5434, 0.500000, 500000000000000000
2017-07-21 15:42:58 UTC, 9033, 0.500000, 500000000000000000
2017-07-21 15:52:48 UTC, 9077, 0.660000, 660000000000000000
2017-07-21 15:52:48 UTC, 5616, 0.700000, 700000000000000000
2017-07-21 15:54:57 UTC, 7491, 0.580000, 580000000000000000
2017-07-21 16:15:41 UTC, 7872, 0.590000, 590000000000000000
2017-07-21 17:12:06 UTC, 2606, 0.300000, 300000000000000000
